PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1562,0,1,"NewPassenger, Synthetic_1562",female,52.178851530574434,4,0,ST-41866,6.2862240897385675,,Q
1563,0,1,"NewPassenger, Synthetic_1563",male,46.19087354531759,3,0,ST-30146,129.45395284076426,,S
1564,1,3,"NewPassenger, Synthetic_1564",male,,1,0,ST-70774,56.062852994392436,,Q
1565,1,3,"NewPassenger, Synthetic_1565",female,38.572852871112474,1,0,ST-77089,0.0,,S
1566,0,3,"NewPassenger, Synthetic_1566",male,53.07486340952101,0,0,ST-66232,18.06937863778428,,S
1567,0,3,"NewPassenger, Synthetic_1567",male,28.488040106523137,0,0,ST-67435,97.91127327499836,,C
1568,0,1,"NewPassenger, Synthetic_1568",male,,0,1,ST-17838,0.0,E68,S
1569,0,3,"NewPassenger, Synthetic_1569",male,32.76208156143087,0,0,ST-89088,0.0,E58,S
1570,1,3,"NewPassenger, Synthetic_1570",female,16.933731221850078,0,0,ST-66426,62.07527971826799,,S
1571,1,3,"NewPassenger, Synthetic_1571",male,7.291362387035488,2,0,ST-17556,0.0,,S
1572,0,2,"NewPassenger, Synthetic_1572",female,,0,0,ST-94971,33.96615149276759,A20,S
1573,1,3,"NewPassenger, Synthetic_1573",female,6.558493028212773,0,0,ST-88676,81.16523591855704,,S
1574,1,3,"NewPassenger, Synthetic_1574",male,15.562543438380626,1,0,ST-69125,99.16283939488096,,S
1575,0,2,"NewPassenger, Synthetic_1575",female,29.287612398596913,4,0,ST-24896,0.0,,Q
1576,0,1,"NewPassenger, Synthetic_1576",male,,0,0,ST-90006,0.0,,S
1577,0,3,"NewPassenger, Synthetic_1577",female,,0,0,ST-97549,69.38872880561445,C78,S
1578,1,3,"NewPassenger, Synthetic_1578",male,0.0,0,0,ST-59012,54.37377884061307,,S
1579,0,1,"NewPassenger, Synthetic_1579",male,36.06712748035382,0,0,ST-81398,135.74386275349798,D,S
1580,0,3,"NewPassenger, Synthetic_1580",male,43.23561375912617,0,0,ST-14822,0.0,C82,S
1581,0,3,"NewPassenger, Synthetic_1581",male,62.844140045073964,0,1,ST-72953,160.72561897551924,,S
1582,0,2,"NewPassenger, Synthetic_1582",male,50.907654966327016,0,0,ST-61725,71.38413069687917,,S
1583,0,2,"NewPassenger, Synthetic_1583",female,,1,0,ST-34733,15.29439115933905,,S
1584,0,1,"NewPassenger, Synthetic_1584",female,28.243422629610446,1,0,ST-65301,0.0,,S
1585,1,2,"NewPassenger, Synthetic_1585",female,,4,1,ST-53657,2.9589739090356915,,S
1586,0,3,"NewPassenger, Synthetic_1586",male,28.193468978903276,0,2,ST-50574,90.65708938278016,,S
1587,0,1,"NewPassenger, Synthetic_1587",male,,0,0,ST-59002,0.0,,S
1588,0,1,"NewPassenger, Synthetic_1588",male,33.768258714581115,1,0,ST-99136,146.0244877700846,,S
1589,0,3,"NewPassenger, Synthetic_1589",male,14.265029120060676,1,1,ST-87365,0.0,B3,Q
1590,1,3,"NewPassenger, Synthetic_1590",female,42.25914818152299,0,0,ST-54256,52.739409544256006,,S
1591,1,2,"NewPassenger, Synthetic_1591",male,28.705755985051013,0,1,ST-46157,85.12106946761867,,S
1592,0,1,"NewPassenger, Synthetic_1592",female,0.0,0,0,ST-50422,40.10965735422058,,S
1593,1,1,"NewPassenger, Synthetic_1593",male,,0,2,ST-88831,78.41063813786181,,C
1594,1,1,"NewPassenger, Synthetic_1594",female,41.844721496222085,0,0,ST-62614,97.51356618214243,B79,S
1595,0,3,"NewPassenger, Synthetic_1595",female,0.0,0,0,ST-56510,0.0,,S
1596,0,3,"NewPassenger, Synthetic_1596",female,19.63818683137196,0,2,ST-30570,113.01909436278689,C23 C25 C27,S
1597,1,1,"NewPassenger, Synthetic_1597",male,43.13735113185191,0,0,ST-17951,8.511300351922511,,S
1598,1,1,"NewPassenger, Synthetic_1598",female,14.836104243357752,0,0,ST-10577,0.0,,S
1599,0,2,"NewPassenger, Synthetic_1599",female,15.447396642553253,0,0,ST-75481,52.39842029961582,A26,C
1600,0,3,"NewPassenger, Synthetic_1600",male,10.421893215907886,0,0,ST-47311,22.67803813341893,,S
1601,0,1,"NewPassenger, Synthetic_1601",male,28.509042837782207,0,0,ST-80752,40.55172970084844,,S
1602,0,3,"NewPassenger, Synthetic_1602",male,37.36433699626997,2,0,ST-91628,67.22445246725016,,S
1603,0,3,"NewPassenger, Synthetic_1603",male,33.59731488282617,0,1,ST-87073,31.804571518007883,,S
1604,0,3,"NewPassenger, Synthetic_1604",male,18.66868344276246,0,1,ST-21397,148.63713913926233,,S
1605,0,3,"NewPassenger, Synthetic_1605",female,41.40194957463922,0,0,ST-12254,9.643246489813695,,S
1606,1,2,"NewPassenger, Synthetic_1606",female,38.193911114015364,3,0,ST-23551,102.79840001650189,,S
1607,1,3,"NewPassenger, Synthetic_1607",male,,0,2,ST-50239,0.0,C54,S
1608,0,2,"NewPassenger, Synthetic_1608",female,15.312249284959345,0,0,ST-57190,0.0,,S
1609,1,2,"NewPassenger, Synthetic_1609",male,11.709166242720805,1,1,ST-16025,0.0,,S
1610,0,3,"NewPassenger, Synthetic_1610",female,28.425386797537936,1,0,ST-87202,33.939621087312986,,S
1611,0,2,"NewPassenger, Synthetic_1611",female,17.312830183418583,0,1,ST-31807,67.84837740102603,,C
1612,1,3,"NewPassenger, Synthetic_1612",male,21.869388392407,1,0,ST-64496,69.471317039795,,S
1613,0,3,"NewPassenger, Synthetic_1613",female,14.692791983446773,0,0,ST-70200,0.0,,S
1614,1,2,"NewPassenger, Synthetic_1614",male,,0,0,ST-51899,68.36329664430102,,S
1615,1,1,"NewPassenger, Synthetic_1615",female,8.851321955982396,0,0,ST-60967,74.14533682681788,,C
1616,0,3,"NewPassenger, Synthetic_1616",male,18.054799625128204,0,0,ST-71529,0.0,,S
1617,0,1,"NewPassenger, Synthetic_1617",male,44.12518352376501,4,1,ST-32002,60.790814129131206,,S
1618,0,1,"NewPassenger, Synthetic_1618",male,50.860055832810005,1,1,ST-13978,23.636676010368543,,Q
1619,0,3,"NewPassenger, Synthetic_1619",male,37.231331087813224,0,0,ST-88148,75.52963418096701,,S
1620,0,2,"NewPassenger, Synthetic_1620",female,0.0,0,1,ST-15736,0.0,,S
1621,0,2,"NewPassenger, Synthetic_1621",male,34.33506966309506,0,0,ST-16600,48.42936714315876,,S
1622,0,3,"NewPassenger, Synthetic_1622",male,30.022897900650904,1,5,ST-68563,49.53120800209513,,S
1623,1,3,"NewPassenger, Synthetic_1623",female,0.0,0,0,ST-79843,38.173746268570184,,S
1624,0,2,"NewPassenger, Synthetic_1624",male,45.83265162174618,1,1,ST-17615,97.54772341183663,C123,S
1625,0,1,"NewPassenger, Synthetic_1625",male,39.67937226641394,1,2,ST-28138,0.0,B41,S
1626,1,3,"NewPassenger, Synthetic_1626",male,12.199224274180352,1,0,ST-63616,46.364178557020765,C118,S
1627,1,2,"NewPassenger, Synthetic_1627",female,30.5546773108945,0,0,ST-97441,0.0,A24,C
1628,1,1,"NewPassenger, Synthetic_1628",female,10.20016765833542,0,0,ST-15375,63.27329749646148,,S
1629,1,1,"NewPassenger, Synthetic_1629",male,49.41934209822477,0,0,ST-64629,88.13686456060316,,S
1630,1,1,"NewPassenger, Synthetic_1630",male,28.58053142342028,0,0,ST-72659,53.156983807132434,E33,S
1631,0,1,"NewPassenger, Synthetic_1631",male,36.502104859217525,3,1,ST-38066,23.720170652530754,,S
1632,0,1,"NewPassenger, Synthetic_1632",female,19.445398695848997,0,1,ST-15837,139.02063429967006,,S
1633,0,3,"NewPassenger, Synthetic_1633",female,27.00695684170462,0,0,ST-26374,74.52456586172106,,S
1634,1,1,"NewPassenger, Synthetic_1634",male,39.278585114035266,0,0,ST-87188,109.4553699769742,,S
1635,1,3,"NewPassenger, Synthetic_1635",male,,1,0,ST-13275,41.55070613170391,,S
1636,0,3,"NewPassenger, Synthetic_1636",female,40.9795073248216,3,0,ST-76557,0.0,,C
1637,0,2,"NewPassenger, Synthetic_1637",female,33.98947423910063,0,0,ST-70439,28.80083124587463,,S
1638,0,2,"NewPassenger, Synthetic_1638",male,,0,0,ST-30498,109.01768267214419,,S
1639,0,3,"NewPassenger, Synthetic_1639",male,21.541290848797267,0,2,ST-22357,44.26233784078152,,S
1640,0,3,"NewPassenger, Synthetic_1640",male,17.022427399423044,0,0,ST-68194,93.68963297302143,B22,S
1641,1,3,"NewPassenger, Synthetic_1641",male,26.79808076496203,0,0,ST-92245,39.49520452801836,D20,C
1642,1,3,"NewPassenger, Synthetic_1642",male,8.15137227204908,0,0,ST-87835,55.996805095083744,,S
1643,1,3,"NewPassenger, Synthetic_1643",female,46.13764614545832,0,0,ST-12859,2.6066596861293725,,C
1644,0,3,"NewPassenger, Synthetic_1644",male,20.541617434561157,0,0,ST-39047,53.39296290847888,,S
1645,0,2,"NewPassenger, Synthetic_1645",male,30.931299523375316,1,0,ST-36114,74.31745068311804,,S
1646,1,3,"NewPassenger, Synthetic_1646",male,49.69701714373818,0,0,ST-38802,34.937965963293436,,C
1647,0,3,"NewPassenger, Synthetic_1647",female,30.54998902710782,0,0,ST-37898,80.060394605437,,S
1648,1,3,"NewPassenger, Synthetic_1648",male,,0,0,ST-22376,0.0,,S
1649,0,2,"NewPassenger, Synthetic_1649",male,32.6823131371868,2,1,ST-92767,22.697073132528736,,C
1650,1,3,"NewPassenger, Synthetic_1650",male,14.990870413966828,1,2,ST-37963,116.82243008607391,,S
1651,0,2,"NewPassenger, Synthetic_1651",female,15.262622298555103,0,0,ST-16143,4.42044389185487,,S
1652,0,1,"NewPassenger, Synthetic_1652",female,,0,0,ST-30664,45.68715511491855,,S
1653,1,1,"NewPassenger, Synthetic_1653",female,27.989594569943833,0,0,ST-97395,30.205335136522795,,S
1654,1,2,"NewPassenger, Synthetic_1654",male,20.605244160005295,0,0,ST-51222,68.21104430519733,B19,S
1655,1,3,"NewPassenger, Synthetic_1655",female,49.709320024528694,0,0,ST-74971,13.335792076212435,,S
1656,0,3,"NewPassenger, Synthetic_1656",male,10.955359805324846,3,0,ST-97002,82.9004853931265,,S
1657,0,3,"NewPassenger, Synthetic_1657",male,0.0,0,0,ST-14472,0.0,,Q
1658,1,2,"NewPassenger, Synthetic_1658",male,28.125146378395748,0,0,ST-13827,102.67619399456872,,C
1659,0,3,"NewPassenger, Synthetic_1659",female,,1,0,ST-24592,64.98386943152173,B4,S
1660,1,3,"NewPassenger, Synthetic_1660",male,29.120278778291926,0,0,ST-75633,71.19644090076756,,S
1661,0,3,"NewPassenger, Synthetic_1661",female,,0,0,ST-89133,0.0,D35,S
1662,1,2,"NewPassenger, Synthetic_1662",male,,0,0,ST-82952,6.65600179743657,,S
1663,1,3,"NewPassenger, Synthetic_1663",female,8.751558677489594,4,0,ST-95325,101.05151561574141,,S
1664,1,1,"NewPassenger, Synthetic_1664",male,,2,0,ST-15821,41.59331636905041,,S
1665,1,2,"NewPassenger, Synthetic_1665",male,18.536836868627105,0,1,ST-35979,1.8886715585233063,,S
1666,0,3,"NewPassenger, Synthetic_1666",female,4.6249899911353936,0,5,ST-75138,29.164700231231187,D9,S
1667,0,1,"NewPassenger, Synthetic_1667",male,61.49476831231212,0,0,ST-48291,0.0,,S
1668,0,1,"NewPassenger, Synthetic_1668",female,20.726747341048927,0,0,ST-70770,0.0,D47,S
1669,1,1,"NewPassenger, Synthetic_1669",female,,0,2,ST-99991,36.68388308989513,,S
1670,0,2,"NewPassenger, Synthetic_1670",female,12.156147074138424,0,0,ST-58323,0.0,,S
1671,1,3,"NewPassenger, Synthetic_1671",male,14.814934602806686,0,0,ST-23839,0.0,A34,S
1672,0,3,"NewPassenger, Synthetic_1672",male,16.16338164535775,0,0,ST-69871,0.0,,S
1673,0,3,"NewPassenger, Synthetic_1673",female,,0,0,ST-26275,47.41439251574411,,C
1674,1,1,"NewPassenger, Synthetic_1674",male,33.38206696596442,0,0,ST-55033,21.26302985576084,,S
1675,1,2,"NewPassenger, Synthetic_1675",female,18.138131949861023,1,0,ST-70962,59.86148924845258,,Q
1676,1,3,"NewPassenger, Synthetic_1676",male,47.83814148614697,0,0,ST-12829,0.0,,Q
1677,1,1,"NewPassenger, Synthetic_1677",male,30.748543916713782,0,0,ST-20193,80.24669820827197,,S
1678,0,3,"NewPassenger, Synthetic_1678",male,11.815965243865236,0,0,ST-67123,126.39945710523506,D15,S
1679,0,3,"NewPassenger, Synthetic_1679",female,22.881592841707036,0,0,ST-17057,0.0,,S
1680,0,2,"NewPassenger, Synthetic_1680",male,26.463874118911928,0,0,ST-24383,10.817008431624323,,S
1681,0,3,"NewPassenger, Synthetic_1681",male,38.39974823220576,0,0,ST-16620,7.187649435442392,,S
1682,1,3,"NewPassenger, Synthetic_1682",male,,0,2,ST-48594,45.762815267485266,,S
1683,0,2,"NewPassenger, Synthetic_1683",female,42.11679785075003,0,0,ST-57707,120.46625693238549,C7,S
1684,1,2,"NewPassenger, Synthetic_1684",male,6.88215906854645,0,0,ST-33388,19.472131930578897,A14,S
1685,1,3,"NewPassenger, Synthetic_1685",female,48.867943880326045,1,0,ST-26703,44.708974189021355,,S
1686,0,2,"NewPassenger, Synthetic_1686",male,,1,0,ST-60820,0.08646316007381216,,S
1687,1,2,"NewPassenger, Synthetic_1687",male,,1,0,ST-29483,82.94619494621112,,S
1688,0,3,"NewPassenger, Synthetic_1688",female,,0,0,ST-69096,86.47752236620573,B51 B53 B55,S
1689,1,1,"NewPassenger, Synthetic_1689",female,4.108113874024113,2,0,ST-70745,52.00391514809549,,S
1690,1,1,"NewPassenger, Synthetic_1690",female,28.417949158779418,0,1,ST-42710,67.21293716048368,,S
1691,0,2,"NewPassenger, Synthetic_1691",male,25.76154416314797,0,0,ST-53739,43.572939633642754,,S
1692,0,3,"NewPassenger, Synthetic_1692",female,7.802685045295654,0,0,ST-80774,28.877503798691542,,S
1693,0,1,"NewPassenger, Synthetic_1693",male,39.3190832667524,0,1,ST-52699,61.69541952940935,,S
1694,0,3,"NewPassenger, Synthetic_1694",male,,0,0,ST-41428,0.0,,S
1695,0,1,"NewPassenger, Synthetic_1695",female,,0,6,ST-15143,73.52676135132018,,S
1696,0,1,"NewPassenger, Synthetic_1696",male,48.02858967248412,0,1,ST-68292,0.0,,S
1697,1,1,"NewPassenger, Synthetic_1697",male,20.544964677040536,1,2,ST-84259,42.12405963502087,,S
1698,1,1,"NewPassenger, Synthetic_1698",male,34.93814390542138,4,2,ST-56094,62.96319549320067,,Q
1699,0,3,"NewPassenger, Synthetic_1699",male,23.54305231291801,1,0,ST-46376,100.1560568523654,,S
1700,0,3,"NewPassenger, Synthetic_1700",female,0.0,1,0,ST-28853,0.0,B41,Q
1701,1,3,"NewPassenger, Synthetic_1701",male,3.203969455825156,0,0,ST-89034,27.484288393900336,C46,S
1702,1,3,"NewPassenger, Synthetic_1702",male,0.0,0,0,ST-11553,122.08918269601135,,S
1703,0,3,"NewPassenger, Synthetic_1703",male,,0,0,ST-61650,61.312037567587915,,S
1704,1,3,"NewPassenger, Synthetic_1704",female,32.74679436059205,0,0,ST-45020,41.374288760818175,,S
1705,0,3,"NewPassenger, Synthetic_1705",female,31.33273739043591,0,0,ST-94691,7.118317111306034,,S
1706,1,3,"NewPassenger, Synthetic_1706",female,22.11831229156935,1,0,ST-35046,73.00447560420531,,C
1707,1,3,"NewPassenger, Synthetic_1707",male,28.832155036474795,1,0,ST-92113,110.36429902730983,,Q
1708,1,3,"NewPassenger, Synthetic_1708",male,47.63593578224713,2,0,ST-19961,76.60439469002884,,C
1709,0,3,"NewPassenger, Synthetic_1709",female,27.896473949079173,0,0,ST-62124,114.45633094560185,,S
1710,1,3,"NewPassenger, Synthetic_1710",female,41.68563499928586,0,0,ST-54709,57.868431878712215,D28,S
1711,1,3,"NewPassenger, Synthetic_1711",female,,0,0,ST-31872,0.0,,Q
1712,1,3,"NewPassenger, Synthetic_1712",male,38.528993867208,0,0,ST-37281,44.56831106518297,,S
1713,1,3,"NewPassenger, Synthetic_1713",female,29.144711900890325,0,1,ST-15726,8.289779081898384,A32,C
1714,0,3,"NewPassenger, Synthetic_1714",male,36.63181450902249,0,0,ST-89766,0.0,,C
1715,1,3,"NewPassenger, Synthetic_1715",male,22.42901190511715,1,0,ST-69677,0.0,,S
1716,0,1,"NewPassenger, Synthetic_1716",male,23.443739100681142,0,1,ST-78353,81.89392530650349,,C
1717,0,3,"NewPassenger, Synthetic_1717",male,,2,0,ST-59561,9.531985470158762,,C
1718,0,2,"NewPassenger, Synthetic_1718",female,,0,1,ST-96751,34.44225153885023,,S
1719,0,1,"NewPassenger, Synthetic_1719",female,46.486992079950966,0,0,ST-54829,0.0,E10,Q
1720,1,3,"NewPassenger, Synthetic_1720",female,29.2228961531702,0,0,ST-48351,56.24617115287724,,S
1721,0,1,"NewPassenger, Synthetic_1721",male,,0,0,ST-89004,0.0,,C
1722,1,3,"NewPassenger, Synthetic_1722",female,21.621483590360015,1,0,ST-36349,93.78703823636646,B82 B84,S
1723,0,1,"NewPassenger, Synthetic_1723",male,31.173696786031602,0,0,ST-33216,45.73230230267778,,C
1724,0,3,"NewPassenger, Synthetic_1724",female,,0,0,ST-22389,76.6022142131747,,S
1725,0,1,"NewPassenger, Synthetic_1725",male,,0,1,ST-98074,0.0,,S
1726,1,3,"NewPassenger, Synthetic_1726",female,32.87532569394904,1,0,ST-50901,34.80786861027378,,
1727,1,3,"NewPassenger, Synthetic_1727",male,,1,2,ST-79531,0.0,,S
1728,0,3,"NewPassenger, Synthetic_1728",female,28.934229115256418,0,3,ST-54693,40.49626777904021,,Q
1729,0,3,"NewPassenger, Synthetic_1729",female,15.656681156972304,1,2,ST-32665,0.0,,Q
1730,1,2,"NewPassenger, Synthetic_1730",male,51.855377405844564,1,1,ST-50726,12.149131761819675,,S
1731,0,3,"NewPassenger, Synthetic_1731",male,29.841034089040377,0,0,ST-56066,0.0,,S
1732,1,3,"NewPassenger, Synthetic_1732",male,8.59852823574268,0,2,ST-91044,81.878710751683,,Q
1733,0,3,"NewPassenger, Synthetic_1733",male,53.75757442789704,0,0,ST-84097,0.0,,S
1734,0,3,"NewPassenger, Synthetic_1734",male,48.68584125010342,0,0,ST-41236,41.286615771150956,,S
1735,0,2,"NewPassenger, Synthetic_1735",male,,1,0,ST-40063,94.56365068484814,,Q
1736,1,2,"NewPassenger, Synthetic_1736",female,42.43869619014356,1,0,ST-80109,69.4008226016983,,C
1737,0,3,"NewPassenger, Synthetic_1737",male,33.04769741373547,0,0,ST-70915,60.914474941588345,,S
1738,1,3,"NewPassenger, Synthetic_1738",female,25.514613747595426,0,0,ST-38155,19.32463220875092,,S
1739,0,2,"NewPassenger, Synthetic_1739",male,24.348945381922327,0,0,ST-10099,69.95724753162477,,C
1740,1,3,"NewPassenger, Synthetic_1740",male,20.443959333943816,0,0,ST-56987,11.27672847672375,,S
1741,1,3,"NewPassenger, Synthetic_1741",female,13.851837751800192,0,0,ST-57047,8.490849849783263,,S
1742,1,3,"NewPassenger, Synthetic_1742",male,42.297309738425355,0,0,ST-57732,27.89455845278617,,S
1743,1,3,"NewPassenger, Synthetic_1743",male,,0,0,ST-40158,0.0,,S
1744,0,3,"NewPassenger, Synthetic_1744",male,26.101494886207348,0,1,ST-20163,9.657246185715056,E25,S
1745,0,1,"NewPassenger, Synthetic_1745",male,,0,0,ST-78504,0.0,,Q
1746,0,2,"NewPassenger, Synthetic_1746",male,37.888926726805686,0,0,ST-20737,2.784914094634221,,S
1747,1,2,"NewPassenger, Synthetic_1747",male,14.887742840674502,1,0,ST-93543,81.32175351448109,,C
1748,0,3,"NewPassenger, Synthetic_1748",male,34.86479892619719,0,1,ST-53933,22.382214035614183,,S
1749,0,3,"NewPassenger, Synthetic_1749",male,27.42066553823955,0,1,ST-92816,0.0,,S
1750,1,2,"NewPassenger, Synthetic_1750",female,13.534798661727379,1,0,ST-38212,46.23576467258891,,S
1751,0,1,"NewPassenger, Synthetic_1751",female,34.13859466120124,0,0,ST-80064,4.967434076132683,E101,S
1752,0,1,"NewPassenger, Synthetic_1752",male,27.440685522402177,0,2,ST-49584,36.20751100219349,,C
1753,0,3,"NewPassenger, Synthetic_1753",female,9.697738605505624,0,2,ST-80373,39.655664439071295,,S
1754,0,3,"NewPassenger, Synthetic_1754",male,55.600345820290926,0,2,ST-40881,0.0,,S
1755,1,1,"NewPassenger, Synthetic_1755",female,2.026608136508308,1,0,ST-61790,0.0,,Q
1756,0,3,"NewPassenger, Synthetic_1756",male,33.312043737183544,0,0,ST-56508,47.62917482043552,B50,S
1757,1,2,"NewPassenger, Synthetic_1757",male,,0,0,ST-28198,0.0,B57 B59 B63 B66,S
1758,0,1,"NewPassenger, Synthetic_1758",female,,0,1,ST-23132,14.394022762367456,,S
1759,1,3,"NewPassenger, Synthetic_1759",male,12.928931725928006,1,0,ST-15951,15.74253077804395,,C
1760,0,3,"NewPassenger, Synthetic_1760",male,7.90703981961547,3,0,ST-33542,18.142161099330806,,Q
1761,0,3,"NewPassenger, Synthetic_1761",male,29.362555680973212,0,0,ST-12022,0.0,,S
1762,1,3,"NewPassenger, Synthetic_1762",male,46.890440929917816,0,0,ST-74597,13.62444310972657,,S
1763,0,1,"NewPassenger, Synthetic_1763",male,18.939050344025226,0,0,ST-57030,19.613064940585694,D21,S
1764,0,3,"NewPassenger, Synthetic_1764",male,22.26665134926434,1,0,ST-41243,28.846288757626155,,S
1765,0,2,"NewPassenger, Synthetic_1765",male,6.26053230592704,0,0,ST-53812,0.0,,S
1766,1,3,"NewPassenger, Synthetic_1766",male,25.220895713093096,0,0,ST-97535,0.0,,S
1767,0,3,"NewPassenger, Synthetic_1767",female,38.863398708614184,0,0,ST-43414,80.82930733418796,,S
1768,0,1,"NewPassenger, Synthetic_1768",male,22.89029569811911,4,0,ST-14210,0.0,B38,Q
1769,1,1,"NewPassenger, Synthetic_1769",female,20.672191965695873,1,0,ST-12237,68.40892962173062,,S
1770,0,3,"NewPassenger, Synthetic_1770",male,24.740391806227397,1,0,ST-21873,0.0,,S
1771,1,3,"NewPassenger, Synthetic_1771",male,,0,0,ST-56578,0.0,,S
1772,0,3,"NewPassenger, Synthetic_1772",female,18.055219194637722,0,0,ST-19370,49.876573653542295,,S
1773,1,3,"NewPassenger, Synthetic_1773",male,49.85144154255355,0,5,ST-12409,5.932675881582785,A7,S
1774,1,3,"NewPassenger, Synthetic_1774",male,,0,0,ST-53902,47.91660671943601,,S
1775,0,3,"NewPassenger, Synthetic_1775",male,27.796509468640455,1,0,ST-90891,20.857257765537618,,C
1776,1,2,"NewPassenger, Synthetic_1776",male,24.646557493923197,1,2,ST-40790,19.507924449659363,C95,C
1777,1,2,"NewPassenger, Synthetic_1777",male,,4,1,ST-89456,120.97551688301589,,S
1778,0,3,"NewPassenger, Synthetic_1778",female,12.79975576001911,0,1,ST-64358,27.729884458987826,C62 C64,S
1779,0,2,"NewPassenger, Synthetic_1779",male,,0,0,ST-23183,66.68249707368159,E67,S
1780,0,2,"NewPassenger, Synthetic_1780",female,39.29763197865931,0,2,ST-86430,0.0,B42,C
1781,0,3,"NewPassenger, Synthetic_1781",female,44.836278363020384,0,0,ST-90881,0.0,,S
1782,0,1,"NewPassenger, Synthetic_1782",female,,0,0,ST-21612,11.251482765161718,,S
1783,1,3,"NewPassenger, Synthetic_1783",male,11.233379772387071,0,1,ST-87160,88.15241837024999,,S
1784,0,2,"NewPassenger, Synthetic_1784",male,2.2293013409345974,0,0,ST-44956,51.50706355987809,,S
1785,0,3,"NewPassenger, Synthetic_1785",male,31.36012614560686,1,1,ST-20990,101.37703900541612,,S
1786,1,3,"NewPassenger, Synthetic_1786",female,,0,0,ST-94823,0.0,,S
1787,0,1,"NewPassenger, Synthetic_1787",male,10.91993608037614,0,0,ST-31618,87.32530375005308,C123,Q
1788,1,1,"NewPassenger, Synthetic_1788",female,28.43363962586004,0,0,ST-50960,42.26710589567905,,S
1789,0,1,"NewPassenger, Synthetic_1789",male,32.10126734781597,0,1,ST-49435,45.18791218519411,,S
1790,0,3,"NewPassenger, Synthetic_1790",female,27.82681909232445,0,0,ST-67148,42.0944932801003,,S
1791,0,3,"NewPassenger, Synthetic_1791",male,29.072761573657466,2,0,ST-85940,59.54924987010865,A24,C
1792,1,3,"NewPassenger, Synthetic_1792",male,64.42235973142472,0,0,ST-37448,81.61603630806462,,S
1793,0,3,"NewPassenger, Synthetic_1793",female,22.30275640997477,0,0,ST-60158,51.39363965419807,,C
1794,1,3,"NewPassenger, Synthetic_1794",male,,0,2,ST-76379,94.66294820376693,,C
1795,0,3,"NewPassenger, Synthetic_1795",female,,0,4,ST-87599,0.0,,S
1796,0,3,"NewPassenger, Synthetic_1796",male,40.98031663924857,0,0,ST-86290,72.15404977982487,C7,C
1797,1,2,"NewPassenger, Synthetic_1797",male,28.571548081685837,0,3,ST-19684,0.0,,S
1798,0,2,"NewPassenger, Synthetic_1798",male,15.985675528950436,0,0,ST-50184,0.0,B86,S
1799,1,3,"NewPassenger, Synthetic_1799",male,54.36615698552285,0,0,ST-47731,15.050393657342738,,C
1800,1,3,"NewPassenger, Synthetic_1800",male,,0,0,ST-12192,12.045156506533544,,S
1801,1,3,"NewPassenger, Synthetic_1801",male,50.41571593480751,4,0,ST-86965,24.54391714365717,,S
1802,0,1,"NewPassenger, Synthetic_1802",female,,0,0,ST-42574,0.0,,S
1803,1,3,"NewPassenger, Synthetic_1803",male,31.37307507336231,2,1,ST-77866,0.0,,S
1804,0,3,"NewPassenger, Synthetic_1804",female,19.252082282290104,0,0,ST-22345,74.43344501642316,D36,S
1805,0,2,"NewPassenger, Synthetic_1805",female,43.46379091761274,0,0,ST-49360,38.44267737177063,,S
1806,1,2,"NewPassenger, Synthetic_1806",male,23.303027608452673,1,0,ST-64593,0.0,B71,S
1807,1,2,"NewPassenger, Synthetic_1807",female,12.748676212904101,0,0,ST-30078,87.74588080711521,,S
1808,1,2,"NewPassenger, Synthetic_1808",male,31.80026804859259,1,0,ST-48025,75.39959386896709,C148,C
1809,0,1,"NewPassenger, Synthetic_1809",male,42.20057661288765,0,0,ST-59785,88.00844046351563,,C
1810,1,3,"NewPassenger, Synthetic_1810",male,34.79414998686722,1,0,ST-57299,16.67440966159637,,S
1811,0,3,"NewPassenger, Synthetic_1811",male,,0,0,ST-57264,0.0,,S
1812,0,3,"NewPassenger, Synthetic_1812",male,32.18445097522967,1,2,ST-22246,1.2417648589759267,,S
1813,0,3,"NewPassenger, Synthetic_1813",male,24.016300808317133,0,0,ST-38711,25.747493072296088,,S
1814,1,3,"NewPassenger, Synthetic_1814",female,31.691778075520613,1,0,ST-62570,62.47501426657557,,S
1815,0,3,"NewPassenger, Synthetic_1815",female,26.895628724312715,0,0,ST-83591,0.0,,S
1816,0,3,"NewPassenger, Synthetic_1816",male,14.146237218593527,1,0,ST-72485,0.0,,S
1817,0,3,"NewPassenger, Synthetic_1817",male,28.253255265959304,0,0,ST-43724,66.77265997529955,E34,S
1818,0,2,"NewPassenger, Synthetic_1818",male,26.895209177082883,0,1,ST-89667,106.19198625155612,,C
1819,0,3,"NewPassenger, Synthetic_1819",female,12.052152851065404,0,1,ST-32613,17.35593852075729,,C
1820,1,3,"NewPassenger, Synthetic_1820",male,30.16220794495729,0,1,ST-82862,93.6882533904083,,S
1821,1,3,"NewPassenger, Synthetic_1821",male,36.68635572455542,0,0,ST-64382,2.26332574850872,D30,S
1822,0,3,"NewPassenger, Synthetic_1822",female,31.925904146405816,0,0,ST-16866,0.0,,C
1823,0,2,"NewPassenger, Synthetic_1823",male,31.152292540224515,0,0,ST-89947,0.0,,S
